36.983,44.987,78.006,65.998,56.993,68.0,68.0,49.99,69.001,77.005,66.999,47.99,101.023,58.995,44.987,64.997
50.022,62.018,74.014,102.0,81.011,79.011,74.012,84.01,88.008,105.998,71.015,71.015,0,50.022,58.02,50.022
39.98,77.998,61.99,57.988,97.011,66.993,62.991,102.014,200.088,0,90.006,64.991,0,58.989,53.986,69.994
79.037,125.029,93.035,121.029,147.023,131.027,70.036,72.038,0,0,72.038,86.036,0,63.039,70.038,70.038
57.994,77.005,93.017,90.014,0,322.222,89.013,78.006,0,0,77.005,68.0,0,44.987,62.997,86.012
105.079,219.095,173.087,128.084,0,0,103.079,100.078,0,0,110.08,105.079,0,89.075,97.077,92.076
71.017,0,437.437,145.089,0,0,101.045,112.056,0,0,97.041,63.011,0,64.012,50.0,78.024
55.968,100.983,152.008,143.003,111.988,166.016,194.032,88.981,127.996,143.003,163.015,112.989,6103.133,134.999,83.976,119.992
95.035,120.028,156.016,195.001,169.011,168.012,172.01,150.018,201.998,5107.932,125.027,120.028,0,92.036,128.024,102.034
87.972,149.996,115.982,96.975,170.006,190.016,142.993,232.038,4202.0,0,209.025,124.985,0,134.989,110.979,138.991
155.067,239.059,176.066,238.06,3148.579,331.043,157.067,127.067,0,0,111.067,153.067,0,125.067,115.067,125.067
103.992,138.01,251.085,297.115,0,2323.528,221.063,138.01,0,0,184.038,127.005,0,79.982,149.017,135.009
169.137,1219.733,343.189,247.163,0,0,215.153,185.143,0,0,213.151,207.151,0,176.14,194.146,153.131
100.024,0,1027.026,242.152,0,0,160.074,169.083,0,0,146.062,76.006,0,89.015,97.021,113.033
69.96,146.983,226.018,225.017,146.983,241.025,322.068,145.982,197.003,258.034,295.053,162.989,12105.321,188.0,114.971,158.987
156.044,187.037,260.016,290.006,242.022,263.015,228.026,203.033,290.004,10110.042,171.041,195.035,0,136.048,225.027,148.046
112.967,194.997,242.018,270.03,226.01,229.011,245.019,308.05,8204.094,0,300.046,262.026,0,174.989,174.989,164.985
215.099,426.094,240.1,302.1,6150.329,564.082,217.099,170.094,0,0,140.092,234.1,0,161.095,198.098,185.097
126.983,210.02,363.107,438.154,0,4325.002,329.087,272.054,0,0,320.082,195.013,0,110.977,247.043,212.022
238.196,2220.497,524.302,346.24,0,0,300.222,280.214,0,0,310.226,287.217,0,262.206,300.222,255.203
127.033,0,1798.797,304.188,0,0,185.079,181.077,0,0,167.065,111.021,0,115.023,105.017,126.032
120.963,163.976,363.065,395.083,164.977,297.037,414.092,158.975,320.044,360.064,399.085,192.987,18107.815,235.005,132.967,180.983
207.053,252.044,323.027,369.015,309.031,410.002,337.023,272.04,398.006,15112.414,247.045,221.051,0,176.058,298.032,175.059
150.967,289.017,317.029,396.066,293.019,279.013,387.063,394.064,12206.276,0,399.067,329.035,0,235.996,240.997,193.98
282.134,536.146,284.134,424.144,9152.125,760.142,311.135,248.13,0,0,195.121,313.137,0,208.124,243.129,248.13
138.979,250.026,399.107,511.173,0,6933.064,349.079,299.051,0,0,353.081,217.011,0,118.971,296.05,286.044
337.287,3221.333,875.529,584.406,0,0,446.342,426.332,0,0,426.332,426.332,0,399.319,419.329,370.304
151.043,0,2588.586,340.204,0,0,219.097,219.097,0,0,197.079,117.019,0,122.022,124.024,143.037
136.959,188.973,420.07,507.113,179.97,367.045,495.107,197.976,408.064,515.117,477.097,286.01,24110.703,338.032,149.962,231.988
242.066,324.052,432.028,434.028,362.044,461.021,445.025,352.046,592.979,20115.216,319.053,264.062,0,204.07,347.047,215.069
248.983,378.032,358.024,434.056,377.031,419.049,446.06,446.06,16208.902,0,509.089,375.031,0,318.008,341.017,254.991
356.166,645.191,349.165,522.18,12154.295,1041.199,360.166,299.157,0,0,265.151,386.17,0,243.147,304.158,282.154
149.98,251.025,401.105,514.172,0,9898.459,351.077,300.05,0,0,360.082,221.011,0,120.971,298.048,288.044
444.384,4222.209,1253.791,801.575,0,0,690.518,640.492,0,0,580.46,589.465,0,545.441,589.463,540.438
161.045,0,3445.442,377.225,0,0,243.109,231.099,0,0,203.077,125.019,0,146.034,138.028,152.038
156.957,235.98,492.086,608.142,197.968,455.069,555.115,342.022,480.08,599.137,553.115,322.012,30113.739,454.068,180.963,266.991
283.075,398.058,517.033,490.04,488.04,583.019,493.039,413.055,749.978,25118.148,360.064,308.072,0,249.079,410.056,252.078
303.982,455.033,417.019,607.093,416.018,501.051,513.055,507.053,20211.716,0,593.087,458.034,0,378.006,423.021,332.991
389.191,772.236,394.192,622.222,15156.711,1330.262,420.196,343.183,0,0,343.183,440.198,0,323.179,343.183,333.181
149.98,256.026,402.104,518.172,0,12874.919,352.076,306.052,0,0,361.081,226.012,0,121.97,299.047,289.043
630.528,5223.117,1626.061,1046.762,0,0,865.663,824.64,0,0,731.587,759.603,0,689.563,783.617,693.565
164.042,0,4297.293,446.276,0,0,261.117,246.104,0,0,208.074,130.018,0,154.034,145.029,171.047
167.952,304.991,549.089,678.148,236.969,607.115,632.126,410.03,517.075,704.16,582.104,427.037,36116.727,580.102,205.96,296.991
302.086,488.062,551.051,563.049,531.055,707.019,694.02,508.058,856.985,30121.04,417.073,346.082,0,284.088,457.067,289.087
305.982,455.033,417.019,607.093,416.018,504.052,513.055,507.053,25206.988,0,593.087,458.034,0,379.005,423.021,334.991
492.246,1077.339,513.251,818.304,18159.189,1909.415,523.253,439.235,0,0,433.233,583.265,0,383.221,451.237,423.231
156.981,257.025,403.103,519.171,0,15839.383,353.075,317.055,0,0,362.08,234.014,0,122.969,301.047,293.043
810.672,6224.035,1999.34,1315.967,0,0,1029.803,1005.789,0,0,896.724,886.718,0,876.712,916.736,876.712
166.04,0,5167.162,478.296,0,0,286.132,251.103,0,0,222.084,172.044,0,159.035,148.028,174.046
202.953,374.004,613.099,743.155,261.968,684.13,760.164,532.066,611.097,744.156,718.144,477.043,42120.167,620.102,245.964,311.984
365.093,529.073,651.053,645.055,629.057,840.018,791.027,538.072,962.991,35124.384,466.082,359.093,0,318.096,545.071,355.093
305.982,455.033,417.019,607.093,416.018,504.052,513.055,507.053,30210.35,0,593.087,458.034,0,379.005,423.021,334.991
595.303,1340.446,649.315,966.382,21161.709,2307.575,748.338,584.3,0,0,590.302,705.329,0,445.263,568.296,547.291
156.981,257.025,403.103,519.171,0,18841.979,353.075,317.055,0,0,362.08,234.014,0,122.969,301.047,293.043
988.822,7224.971,2353.624,1621.206,0,0,1236.976,1164.932,0,0,1058.866,1037.853,0,1031.849,1095.889,1026.846
168.038,0,6075.069,527.331,0,0,292.132,259.105,0,0,228.082,174.042,0,169.039,150.026,182.048
300.971,441.015,637.089,769.145,519.043,758.14,843.177,576.066,639.091,789.153,740.132,542.052,48123.801,689.111,267.962,388.004
395.103,584.084,738.062,686.07,784.054,927.029,880.032,577.085,1132.989,40127.926,539.089,404.102,0,340.106,593.083,414.102
305.982,455.033,417.019,607.093,416.018,504.052,513.055,507.053,35213.968,0,593.087,458.034,0,379.005,423.021,334.991
725.371,1585.565,818.396,1081.459,24164.341,2710.758,877.411,764.382,0,0,695.363,812.394,0,605.337,750.378,622.342
